0.0, 513
0.0, 997
0.0, 1457
0.0, 1912
0.0, 2360
0.0, 2806
0.0, 3228
0.008005380630493164, 3644
0.008005380630493164, 4017
0.008005380630493164, 4348
0.008005380630493164, 4654
0.008005380630493164, 4950
0.008005380630493164, 5224
0.008005380630493164, 5470
0.008005380630493164, 5562
0.008005380630493164, 6014
0.024002552032470703, 6171
0.024002552032470703, 6547
0.09600162506103516, 6589
0.10400128364562988, 6801
2.759640693664551, 6804
5.358590364456177, 6828
5.358590364456177, 7040
1822.6440680027008, 7069
1822.6440680027008, 7281
